0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 509.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 511.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
0.00, 510.00, 80
